Index,Cruise,Vessel name,Station,Haul,Date [UTC],Time [UTC],  Lat [°N],  Lon [°E]                              ,  Bottom depth [m]                      ,  Depth [m]                             ,  Pressure [dbar]                       ,  Temperature [°C]                      ,  Salinity [PSS-78]                     ,  Conductivity [mS/cm]                  ,  Oxygen concentration [µM]             ,  Temperature from oxygen sensor [°C]   ,  Oxygen saturation [%]                 ,  Chlorophyll a []                      ,  Light []                              ,  Speed [kn]                            ,  Dr. Haardt fluorescence channel A     ,  Dr. Haardt fluorescence channel B     ,  Dr. Haardt fluorescence channel C     ,  Dr. Haardt fluorescence channel D     ,  Speed over ground [kn]                  ,  Speed in water []                     ,  Frames [frames/s]                     ,  Automatic classification              ,  Manual classification                 ,  Area [pixels]                         ,  Form                                  ,  Area                                  ,  Length                                ,  Width                                 ,  Convexity                             ,  Structure                             ,  Graymean                              ,  Kurtosis                              ,  Skewness                              ,  Hu moment 1                           ,  Hu moment 2                           ,  Hu moment 3                           ,  Hu moment 4                           ,  Hu moment 5                           ,  Hu moment 6                           ,  Hu moment 7                           ,  Fourier descriptor 01                 ,  Fourier descriptor 02                 ,  Fourier descriptor 03                 ,  Fourier descriptor 04                 ,  Fourier descriptor 05                 ,  Fourier descriptor 06                 ,  Fourier descriptor 07                 ,  Fourier descriptor 08                 ,  Fourier descriptor 09                 ,  Fourier descriptor 10                 ,  Image file name                       
7792,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,832,3.489086847,0.454,0,0,11.17491341,2264.521286,44,4.002756238,2.366515912,0.203558974,0.00838905,0.000611501,3.66E-05,5.06E-09,3.36E-06,-2.11E-09,6209.251485,3360.229779,5.13801026,194.2576544,54.98661965,108.7240083,77.68153891,195.1934204,53.41086973,25.02955338,20130828 180533  515  000000 0122 0482.bmp
7793,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,569,3.063229501,0.31,0,0,8,1391.747636,57,0.841864695,1.668980417,0.222346295,0.018221691,0.000162861,1.04E-05,-4.26E-10,-9.19E-07,3.97E-11,3374.553304,1691.429255,307.4461371,163.6094316,94.05433945,91.28959517,46.17335361,46.27538292,63.68305864,20.05116175,20130828 180533  515  000001 0690 0578.bmp
7794,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2128,5.174669625,1.161,0,0,2.213594437,5731.966766,76,-0.596027388,1.086499289,0.257712113,0.010105967,0.001771831,0.000566914,-1.84E-07,-4.04E-05,-5.38E-07,18315.71768,7135.754467,4288.423781,356.8314944,405.1957533,572.4735378,254.799879,425.6989443,82.01610444,400.6668154,20130828 180533  515  000002 0290 0894.bmp
7795,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,260,2.590422945,0.142,0,0,7.286167622,588.2822141,62,1.137201478,1.617197166,0.208384999,0.008260648,0.001985168,0.000583654,5.85E-07,5.27E-05,2.29E-07,1958.058477,720.210907,178.4886327,53.38227311,43.18661113,29.59675448,33.68559597,15.51183064,19.27730487,6.493822339,20130828 180533  548  000000 0190 0298.bmp
7796,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2614,3.315054464,1.426,0,0,25.07493782,4877.532954,89,-1.037821071,0.868218755,0.175609841,0.002864611,8.06E-05,1.09E-05,-3.14E-10,-5.74E-07,-7.37E-11,17600.81049,7678.588346,2362.695809,471.5209652,875.4651642,518.2250849,497.579861,406.7381124,147.0874344,106.5579094,20130828 180533  548  000001 0870 0870.bmp
7797,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2685,1.294543516,1.465,0,0,2.737189293,4410.567691,95,-1.225609472,0.754220674,0.160945166,0.00012086,4.64E-05,1.10E-07,6.75E-14,1.14E-09,2.41E-13,9580.642619,5274.27195,76.05816563,44.06401971,103.9093807,34.08511987,90.11192606,50.83429439,25.53446346,17.3940533,20130828 180533  582  000000 0394 0126.bmp
7798,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,242,1.565493205,0.132,0,0,3.470887423,451.1597297,61,0.6613336,1.622394807,0.174197999,0.002008269,0.000160527,1.71E-05,1.73E-10,-2.09E-07,8.80E-10,1455.191053,560.4835324,41.8385496,39.34409177,17.6141267,23.69160335,17.0223865,1.738481636,13.47255239,4.923458379,20130828 180533  582  000001 0682 0374.bmp
7799,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,602,5.500880557,0.329,0,0,8.809085846,1650.531544,50,1.969574038,1.970033549,0.253167513,0.027869397,0.00149839,0.00018054,2.49E-08,7.60E-06,9.05E-08,6757.955386,2619.24014,54.26398069,443.3854802,106.492161,69.21813787,89.75121199,53.62558253,52.49381818,107.8341303,20130828 180533  582  000002 0526 0710.bmp
7800,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,125,1.528447474,0.068,0,0,1.34164083,215.722764,73,-0.317984599,1.278916712,0.172036622,0.001460844,4.80E-05,9.81E-07,-3.82E-12,-3.56E-08,-5.54E-12,897.4926184,287.2676715,19.10578779,6.103072409,9.699967803,13.05851076,4.57372335,4.080364683,5.069818745,6.793335121,20130828 180533  615  000000 0990 0790.bmp
7801,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,891,2.036313132,0.486,0,0,6.933752537,2888.328721,37,7.858646206,2.904841362,0.260675725,0.036667463,0.000510008,0.000157832,4.29E-08,2.93E-05,-1.29E-08,5233.610704,2175.444554,100.3260358,334.841725,34.28482769,56.75311084,58.19438162,36.98232959,28.70270471,27.74175486,20130828 180533  648  000000 0214 0210.bmp
7802,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,513,2.868988604,0.28,0,0,7.919595718,995.4928891,66,0.231287302,1.474642832,0.184155811,0.004203395,0.000295427,2.95E-05,2.55E-09,1.89E-06,1.03E-09,2888.421714,1542.112882,240.4329778,84.0422652,114.2728342,94.61967664,48.42182316,40.6038026,16.35785411,2.697841823,20130828 180533  648  000001 0550 0410.bmp
7803,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,245,2.931227306,0.134,0,0,7.025886536,591.3385521,62,0.678827254,1.589555177,0.237865311,0.015883498,0.003094614,0.000749536,1.09E-06,2.16E-05,-3.23E-07,1657.133066,743.3564543,136.5477845,67.45733319,61.26093563,44.57647098,10.24454935,4.18576389,7.451157868,9.775800822,20130828 180533  648  000002 1002 0438.bmp
7804,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2483,3.858785176,1.355,0,0,32.56855392,6884.502567,82,-0.940845482,0.933514597,0.259418449,0.022082737,0.002890433,0.000380547,-1.70E-07,-5.11E-05,-3.61E-07,18571.39674,7346.395287,3968.164274,820.3676236,242.650578,141.8363825,417.5928513,206.1620412,204.5493483,117.4520856,20130828 180533  648  000003 0230 0898.bmp
7805,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,537,2.42780625,0.293,0,0,4.346010208,1142.41085,57,1.3398115,1.797597446,0.241929573,0.029689071,0.000797772,8.64E-05,-2.06E-11,-2.07E-06,-2.27E-08,3509.775634,1472.998683,125.4557654,166.4985531,18.10330256,19.31090658,39.18221013,10.44196679,48.17660039,12.85341338,20130828 180533  682  000000 0818 0166.bmp
7806,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,448,1.740847574,0.244,0,0,3.282622337,816.7276363,59,1.20166478,1.76254571,0.174684921,0.003202436,1.93E-05,1.81E-06,-1.07E-11,-4.08E-08,1.38E-13,2576.668586,1067.303583,73.83981471,121.0191028,23.0797235,16.37838094,32.33571467,5.511151407,10.78146764,17.15757893,20130828 180533  682  000001 0202 0786.bmp
7807,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2691,2.696923078,1.468,0,0,17.78654099,5179.350886,84,-0.885090075,0.943285105,0.180700105,0.004273691,0.00030648,2.42E-05,-2.07E-09,-1.56E-06,2.52E-10,15083.95721,7209.131647,1925.541386,332.4319964,569.7292761,94.25985495,300.1291592,242.9292806,84.62925855,203.5572547,20130828 180533  682  000002 0530 0882.bmp
7808,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,180,1.3372766,0.098,0,0,1.54348731,291.9178713,67,0.96948552,1.65504035,0.172936319,0.003848463,5.69E-06,5.92E-07,6.83E-13,1.06E-08,8.46E-13,1005.0398,343.5496919,5.193774269,19.1624311,7.121484173,7.579708111,6.938926766,4.792649558,3.04417483,0.735085336,20130828 180533  715  000000 0854 0238.bmp
7809,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,622,4.053386264,0.339,0,0,9.938837051,1417.306404,56,1.133031913,1.753409062,0.27607114,0.039805264,0.000355194,8.24E-05,5.06E-09,-8.83E-06,1.32E-08,4589.318468,2149.542904,640.0734403,385.5042217,193.1550433,118.1128831,38.15592996,64.66400892,73.17685611,57.06326694,20130828 180533  715  000001 0578 0818.bmp
7810,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2900,2.58611078,1.582,0,0,14.0167408,5248.561137,97,-1.304327893,0.696517166,0.172034582,0.001440561,0.000304987,1.53E-05,-1.02E-09,-5.67E-07,2.28E-10,13855.05951,7270.265434,2888.748191,202.7000519,342.8741009,464.0359688,291.5686744,196.9812639,110.0393309,229.0288254,20130828 180533  782  000000 0234 0134.bmp
7811,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,118,5.462247607,0.064,0,0,5.832469463,604.0884046,52,1.272929674,1.771021899,0.551845477,0.246476713,0.004932564,0.001814354,4.76E-06,0.000611937,-2.62E-06,1625.783811,550.1056452,120.1210892,12.49200199,95.52778495,2.270333417,35.47057946,15.14415625,14.54052027,7.164610717,20130828 180533  782  000001 0802 0414.bmp
7812,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,412,2.689274724,0.225,0,0,7.543922901,774.188463,59,1.106867643,1.736232667,0.215874353,0.013768824,0.000436295,5.68E-05,-6.73E-09,-5.76E-06,-5.88E-09,2920.030308,1158.94608,22.71485701,149.0068191,76.08653898,46.76979053,19.59988834,24.95440611,27.75505439,16.61167298,20130828 180533  782  000002 0262 0758.bmp
7813,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,98,1.235012945,0.053,0,0,0,74.32811474,162,-1.343143873,-0.381053118,0.185371995,0.008529264,2.07E-05,1.31E-06,5.53E-12,9.35E-08,3.96E-12,776.721958,204.1236949,2.879385242,15.74101188,2.532088886,2.026834904,2,0.970990284,1.347296355,1,20130828 180533  815  000000 0334 0702.bmp
7814,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,588,3.335725848,0.321,0,0,11.30285168,1471.707494,52,1.651368551,1.884220716,0.236122747,0.012700755,0.004167654,0.000362167,-1.93E-07,-3.08E-05,4.01E-07,5045.203068,1786.300798,321.068939,351.0847898,137.8722757,35.42175162,78.37067486,2.22521453,76.60462368,18.19613402,20130828 180533  815  000001 1030 0862.bmp
7815,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,2552,4.018616829,1.393,0,0,35.73373795,6097.090102,87,-1.046532256,0.862550723,0.249679855,0.013911891,0.002525597,0.000458335,-3.62E-08,-3.99E-05,-4.92E-07,19462.92666,7671.893057,4456.888597,840.9553301,328.0585457,133.9300656,566.7288241,246.9887793,262.1120889,68.76803447,20130828 180533  815  000002 0226 0894.bmp
7816,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,3113,3.368235903,1.699,0,0,20.95960999,6135.928056,84,-0.900473723,0.935917556,0.178695172,0.00317661,0.000238253,2.54E-05,-1.93E-09,-1.42E-06,4.19E-10,20694.15304,9456.015112,2806.963417,431.4103714,640.533742,784.9958949,505.9476584,127.2678113,455.6797121,369.8265234,20130828 180533  848  000000 0374 0878.bmp
7817,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,4315,1.285273121,2.355,0,0,3.156820774,7476.916589,90,-1.103719003,0.828700068,0.161138682,0.000207434,4.59E-05,3.38E-08,2.27E-14,-9.74E-11,-3.54E-14,14670.92761,8346.619944,336.8208502,36.26342222,177.8531636,55.46252263,130.2034078,51.27914504,20.43341947,3.549694562,20130828 180533  881  000000 0822 0822.bmp
7818,ArNet2013,GCC Amundsen,117,Haul 1,8/28/2013,6:05 PM,0,0,0,122.7864883,123.5017,0.136,30.83629726,26.04,450.606,0,98.499,0,0,9999,0.709,0.015,0.015,0.015,0,0,,NC,NC,593,2.899668479,0.324,0,0,10.59086132,1374.765772,66,-0.205421535,1.329314276,0.222059116,0.014411215,0.000404488,6.64E-05,-4.43E-09,4.38E-07,-9.95E-09,4255.482346,1733.535878,264.3695129,183.0710541,64.21379868,128.1579546,46.91617844,15.2035167,29.51270598,41.17734379,20130828 180533  948  000000 0482 0466.bmp
